Employee_ID,Date,Defect_Type,Defect_Count,Defect_Rate,Weekday
EMP592,2024-02-19,Openseam,84,3.9571059719647805,Monday
EMP592,2024-02-20,Runoff,65,65.9822073852559,Tuesday
EMP592,2024-02-20,SPI Errors,75,57.4290148148505,Tuesday
EMP592,2024-02-20,High Low,74,19.874200479372163,Tuesday
EMP592,2024-02-20,Openseam,93,82.03849013067354,Tuesday
EMP592,2024-02-21,High Low,81,30.546789803736583,Wednesday
EMP592,2024-02-21,Runoff,59,32.92094138613213,Wednesday
EMP592,2024-02-21,SPI Errors,65,69.56566079187868,Wednesday
EMP592,2024-02-21,Openseam,70,96.03141572077591,Wednesday
EMP592,2024-02-22,SPI Errors,69,99.42015516765554,Thursday
EMP592,2024-02-22,Runoff,100,52.81276626065012,Thursday
EMP592,2024-02-22,Openseam,67,98.92472525810918,Thursday
EMP592,2024-02-22,High Low,94,56.08687501273688,Thursday
EMP592,2024-02-23,High Low,74,24.60946475715896,Friday
EMP592,2024-02-23,Openseam,50,30.05888010372415,Friday
EMP592,2024-02-23,SPI Errors,86,94.2573817148158,Friday
EMP592,2024-02-23,Runoff,73,12.313801884156916,Friday
EMP592,2024-02-26,High Low,97,81.22138578082688,Monday
EMP592,2024-02-26,SPI Errors,54,79.188347882766,Monday
EMP592,2024-02-26,Runoff,89,43.16622216003113,Monday
EMP592,2024-02-26,Openseam,55,49.658102617275986,Monday
EMP592,2024-02-27,Openseam,51,55.270950613753556,Tuesday
EMP592,2024-02-27,Runoff,89,59.64859604484304,Tuesday
EMP592,2024-02-27,High Low,71,40.6326339103069,Tuesday
EMP592,2024-02-27,SPI Errors,79,13.040972453118439,Tuesday
EMP592,2024-02-28,SPI Errors,77,71.76739541765401,Wednesday
EMP592,2024-02-28,Openseam,53,53.042921845766685,Wednesday
EMP592,2024-02-28,Runoff,55,20.801014593227706,Wednesday
EMP592,2024-02-28,High Low,77,52.829079684380766,Wednesday
EMP592,2024-02-29,SPI Errors,87,7.5727503796199525,Thursday
EMP592,2024-02-29,Openseam,53,93.6218041971642,Thursday
EMP592,2024-02-29,Runoff,61,7.054756167168275,Thursday
EMP592,2024-02-29,High Low,85,50.96305483660127,Thursday
EMP592,2024-03-01,Openseam,64,21.824259481490614,Friday
EMP592,2024-03-01,Runoff,73,10.986114313134376,Friday
EMP592,2024-03-01,SPI Errors,91,96.63982274920835,Friday
EMP592,2024-03-01,High Low,87,45.464704469153986,Friday
EMP592,2024-03-04,Runoff,70,0.03737763914452019,Monday
EMP592,2024-03-04,SPI Errors,96,35.80076991464697,Monday
EMP592,2024-03-04,High Low,62,88.26243547992883,Monday
EMP592,2024-03-04,Openseam,86,65.1292857377003,Monday
EMP592,2024-03-05,SPI Errors,92,17.76945225874773,Tuesday
EMP592,2024-03-05,Openseam,69,17.113572250119123,Tuesday
EMP592,2024-03-05,Runoff,61,6.317992185205479,Tuesday
EMP592,2024-03-05,High Low,78,10.51872598242255,Tuesday
EMP592,2024-03-06,Openseam,75,76.66458349121595,Wednesday
EMP592,2024-03-06,SPI Errors,87,90.10356027215653,Wednesday
EMP592,2024-03-06,High Low,97,38.14213728383212,Wednesday
EMP592,2024-03-06,Runoff,93,25.640712018556822,Wednesday
EMP592,2024-03-07,Openseam,77,98.32130457475682,Thursday
EMP592,2024-03-07,SPI Errors,51,15.84089721351356,Thursday
EMP592,2024-03-07,High Low,51,10.433143863492777,Thursday
EMP592,2024-03-07,Runoff,57,27.240618920276518,Thursday
EMP592,2024-03-08,Openseam,52,75.3856015624117,Friday
EMP592,2024-03-08,High Low,72,27.059480235252387,Friday
EMP592,2024-03-08,Runoff,74,53.847205689798926,Friday
EMP592,2024-03-08,SPI Errors,94,8.644959719804312,Friday
EMP592,2024-03-11,Openseam,67,70.1439663788165,Monday
EMP592,2024-03-11,Runoff,54,82.64189561744519,Monday
EMP592,2024-03-11,SPI Errors,57,46.08859036850761,Monday
EMP592,2024-03-11,High Low,75,42.073504067655534,Monday
EMP592,2024-03-12,High Low,74,95.11856085831111,Tuesday
EMP592,2024-03-12,Openseam,76,53.85144471663277,Tuesday
EMP592,2024-03-12,Runoff,77,1.771384739621562,Tuesday
EMP592,2024-03-12,SPI Errors,73,9.580544393630607,Tuesday
EMP592,2024-03-13,High Low,93,96.54953387471656,Wednesday
EMP592,2024-03-13,Openseam,62,46.43584188587949,Wednesday
EMP592,2024-03-13,SPI Errors,97,82.04075077237496,Wednesday
EMP592,2024-03-13,Runoff,78,87.70871952575716,Wednesday
EMP592,2024-03-14,Openseam,66,99.7804065039979,Thursday
EMP592,2024-03-14,SPI Errors,84,46.0159581890569,Thursday
EMP592,2024-03-14,High Low,81,12.090018437003991,Thursday
EMP592,2024-03-14,Runoff,60,27.246708353625692,Thursday
EMP592,2024-03-15,Openseam,100,32.478907137746305,Friday
EMP592,2024-03-15,High Low,82,43.55141099970249,Friday
EMP592,2024-03-15,Runoff,63,6.401091539342074,Friday
EMP592,2024-03-15,SPI Errors,50,89.77327877056656,Friday
EMP592,2024-03-18,Runoff,74,86.43640781564548,Monday
EMP592,2024-03-18,SPI Errors,53,97.3551410739476,Monday
EMP592,2024-03-18,High Low,85,96.5924085571497,Monday
EMP592,2024-03-18,Openseam,74,0.12386060168081414,Monday
EMP592,2024-03-19,Runoff,80,22.574861648895173,Tuesday
EMP592,2024-03-19,High Low,87,78.93464865463208,Tuesday
EMP592,2024-03-19,Openseam,98,5.163853436553357,Tuesday
EMP592,2024-03-19,SPI Errors,52,99.75020778177495,Tuesday
EMP592,2024-03-20,SPI Errors,66,4.353973898706521,Wednesday
EMP592,2024-03-20,Runoff,97,57.77972797356551,Wednesday
EMP592,2024-03-20,Openseam,88,69.47015081568507,Wednesday
EMP592,2024-03-20,High Low,66,30.497800849608137,Wednesday
EMP592,2024-03-21,High Low,74,85.63124177160174,Thursday
EMP592,2024-03-21,Openseam,83,5.610303976246101,Thursday
EMP592,2024-03-21,SPI Errors,53,9.137083332748597,Thursday
EMP592,2024-03-21,Runoff,92,56.23057396674377,Thursday
EMP592,2024-03-22,SPI Errors,76,59.799943181606096,Friday
EMP592,2024-03-22,High Low,72,41.94105817559197,Friday
EMP592,2024-03-22,Runoff,83,44.95283256856596,Friday
EMP592,2024-03-22,Openseam,91,69.83910500191273,Friday
EMP592,2024-03-25,High Low,50,36.37033040030248,Monday
EMP592,2024-03-25,Openseam,91,73.91152473654587,Monday
EMP592,2024-03-25,SPI Errors,89,39.11497015408947,Monday
EMP592,2024-03-25,Runoff,80,11.107311844875579,Monday
EMP592,2024-03-26,Openseam,96,7.111574635816654,Tuesday
EMP592,2024-03-26,SPI Errors,85,23.450847142858578,Tuesday
EMP592,2024-03-26,High Low,65,88.78480981445449,Tuesday
EMP592,2024-03-26,Runoff,80,4.538543470604051,Tuesday
EMP592,2024-03-27,SPI Errors,86,94.22550804596882,Wednesday
EMP592,2024-03-27,Runoff,65,83.5601643446078,Wednesday
